json ser(micros), json len(bytes), json & lz4 #(micros), json & lz4 len(bytes), json & lz4 !(micros), json & snappy #(micros), json & snappy len(bytes), json & snappy !(micros), json & zlib #(micros), json & zlib len(bytes), json & zlib !(micros), json & zstd #(micros), json & zstd len(bytes), json & zstd !(micros), json de(micros), protobuf ser(micros), protobuf len(bytes), protobuf & lz4 #(micros), protobuf & lz4 len(bytes), protobuf & lz4 !(micros), protobuf & snappy #(micros), protobuf & snappy len(bytes), protobuf & snappy !(micros), protobuf & zlib #(micros), protobuf & zlib len(bytes), protobuf & zlib !(micros), protobuf & zstd #(micros), protobuf & zstd len(bytes), protobuf & zstd !(micros), protobuf de(micros), msgpack ser(micros), msgpack len(bytes), msgpack & lz4 #(micros), msgpack & lz4 len(bytes), msgpack & lz4 !(micros), msgpack & snappy #(micros), msgpack & snappy len(bytes), msgpack & snappy !(micros), msgpack & zlib #(micros), msgpack & zlib len(bytes), msgpack & zlib !(micros), msgpack & zstd #(micros), msgpack & zstd len(bytes), msgpack & zstd !(micros), msgpack de(micros), bson ser(micros), bson len(bytes), bson & lz4 #(micros), bson & lz4 len(bytes), bson & lz4 !(micros), bson & snappy #(micros), bson & snappy len(bytes), bson & snappy !(micros), bson & zlib #(micros), bson & zlib len(bytes), bson & zlib !(micros), bson & zstd #(micros), bson & zstd len(bytes), bson & zstd !(micros), bson de(micros), cbor ser(micros), cbor len(bytes), cbor & lz4 #(micros), cbor & lz4 len(bytes), cbor & lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), cbor de(micros),pickle ser(micros), pickle len(bytes), lz4 #(micros), lz4 len(bytes), lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), pickle de(micros),
2024, 27216, 3730, 17794, 1927, 1153, 17005, 1084, 14674, 10115, 3353, 292, 9033, 54, 2883, 27223, 9300, 1294, 9133, 1505, 765, 9318, 439, 4723, 8006, 1483, 129, 8190, 31, 13621, 840, 15203, 2189, 9817, 1719, 893, 10431, 548, 9404, 8289, 2026, 133, 7247, 28, 2848, 1449, 16610, 2238, 9948, 1679, 857, 10281, 922, 8836, 8662, 2182, 151, 7802, 30, 3061, 875, 15302, 2193, 9817, 2027, 1680, 10427, 1584, 9702, 8283, 2039, 135, 7250, 27, 3691, 767, 20206, 2560, 11253, 1768, 919, 11173, 948, 12041, 8419, 2521, 142, 7311, 31, 5820, 
3783, 27211, 3752, 17872, 1903, 1157, 17039, 1136, 14507, 10119, 3439, 208, 9043, 50, 2989, 27084, 9300, 1198, 9177, 1467, 739, 9318, 421, 4716, 8011, 1508, 118, 8195, 29, 13769, 837, 15203, 2202, 9808, 1657, 848, 10487, 537, 9572, 8312, 2035, 133, 7279, 42, 2786, 1420, 16610, 2199, 9966, 1708, 852, 10300, 944, 8602, 8657, 2176, 139, 7845, 29, 3056, 947, 15302, 2272, 9833, 1775, 858, 10479, 519, 9542, 8311, 2068, 138, 7280, 27, 3704, 760, 20206, 2532, 11250, 1740, 957, 11194, 927, 11894, 8444, 2479, 135, 7340, 29, 5645, 
3510, 27200, 3759, 17830, 1915, 1165, 17049, 1069, 14870, 10074, 3314, 194, 9001, 48, 2915, 27326, 9300, 1195, 9157, 1468, 714, 9318, 414, 4875, 8009, 1510, 121, 8205, 31, 13641, 846, 15203, 2197, 9840, 1653, 864, 10452, 525, 9856, 8303, 2157, 150, 7201, 29, 2822, 1423, 16610, 2196, 9971, 1680, 842, 10297, 891, 8866, 8675, 2185, 138, 7742, 30, 3059, 875, 15302, 2220, 9824, 1676, 858, 10444, 552, 9767, 8296, 2036, 143, 7204, 27, 3808, 792, 20206, 2641, 11241, 1772, 912, 11178, 929, 11848, 8428, 2460, 133, 7265, 28, 5664, 
1371, 27202, 3816, 17737, 1982, 1173, 17005, 1068, 14795, 10091, 3352, 208, 9012, 49, 2984, 27447, 9300, 1221, 9175, 1502, 747, 9318, 419, 4892, 8005, 1493, 128, 8177, 30, 13576, 836, 15203, 2200, 9811, 1669, 855, 10468, 535, 9643, 8285, 2057, 134, 7239, 27, 2841, 1445, 16610, 2223, 9956, 1671, 853, 10280, 899, 8947, 8664, 2198, 141, 7820, 31, 3108, 871, 15302, 2225, 9849, 1658, 856, 10469, 528, 10041, 8276, 2105, 135, 7242, 28, 3752, 786, 20206, 2582, 11253, 1756, 915, 11201, 927, 11917, 8422, 2486, 139, 7297, 29, 5700, 
1764, 27198, 3658, 17697, 1919, 1158, 16925, 1059, 14571, 10047, 3392, 206, 9001, 50, 2858, 27704, 9300, 1199, 9185, 1496, 731, 9318, 422, 4774, 7997, 1520, 126, 8193, 31, 13504, 838, 15203, 2197, 9805, 1664, 852, 10478, 527, 9511, 8292, 2048, 149, 7234, 29, 2897, 1430, 16610, 2248, 9904, 1749, 911, 10206, 925, 8780, 8664, 2189, 141, 7739, 31, 3067, 878, 15302, 2186, 9803, 1681, 856, 10463, 524, 9547, 8287, 2125, 133, 7235, 27, 3764, 758, 20206, 2642, 11266, 1823, 915, 11179, 953, 11760, 8416, 2463, 138, 7290, 29, 5758, 
3406, 27209, 3696, 17838, 2036, 1240, 17034, 1073, 14512, 10080, 3319, 194, 9007, 49, 2888, 27342, 9300, 1372, 9153, 1625, 731, 9318, 425, 4800, 8005, 1476, 115, 8176, 29, 13582, 836, 15203, 2220, 9825, 1691, 863, 10490, 521, 9589, 8311, 2038, 139, 7284, 28, 2801, 1436, 16610, 2218, 9927, 1674, 845, 10295, 893, 8810, 8665, 2175, 136, 7771, 31, 3211, 894, 15302, 2249, 9829, 1668, 855, 10491, 533, 9674, 8305, 2058, 141, 7288, 27, 3706, 761, 20206, 2563, 11287, 1748, 902, 11205, 985, 11853, 8445, 2536, 150, 7370, 30, 5745, 
3214, 27213, 3802, 17738, 1917, 1156, 16974, 1064, 14603, 10076, 3334, 193, 9007, 47, 2836, 27420, 9300, 1248, 9141, 1462, 714, 9318, 416, 4874, 8002, 1486, 157, 8186, 32, 13437, 825, 15203, 2188, 9824, 1650, 850, 10496, 532, 9539, 8305, 2098, 136, 7262, 27, 2809, 1432, 16610, 2200, 9943, 1669, 844, 10300, 883, 8601, 8649, 2195, 139, 7818, 31, 3056, 854, 15302, 2188, 9835, 1672, 887, 10478, 564, 9558, 8302, 2024, 133, 7263, 25, 3659, 766, 20206, 2630, 11291, 1771, 905, 11208, 928, 11622, 8434, 2469, 135, 7308, 28, 5711, 
1889, 27170, 3731, 17743, 1924, 1148, 16954, 1053, 14457, 10087, 3311, 200, 9032, 48, 2845, 27325, 9300, 1248, 9160, 1448, 614, 9318, 414, 4766, 7996, 1478, 133, 8185, 32, 13452, 823, 15203, 2181, 9818, 1658, 855, 10489, 520, 9449, 8291, 2010, 132, 7275, 25, 2837, 1425, 16610, 2229, 9923, 1662, 840, 10289, 899, 8741, 8672, 2249, 155, 7797, 33, 3131, 870, 15302, 2195, 9799, 1670, 870, 10482, 536, 9500, 8285, 2037, 133, 7279, 26, 3694, 751, 20206, 2557, 11218, 1737, 924, 11187, 954, 11617, 8429, 2459, 135, 7340, 30, 5653, 
1385, 27221, 3773, 17846, 1985, 1204, 17024, 1089, 14633, 10105, 3318, 193, 9026, 48, 2879, 26856, 9300, 1172, 9171, 1451, 719, 9318, 424, 4804, 7987, 1500, 118, 8148, 30, 13590, 823, 15203, 2207, 9828, 1718, 860, 10451, 532, 9562, 8288, 2020, 133, 7215, 27, 2783, 1428, 16610, 2229, 9933, 1656, 854, 10300, 881, 8835, 8668, 2166, 159, 7823, 32, 3031, 862, 15302, 2178, 9811, 1703, 870, 10442, 529, 9591, 8280, 2095, 142, 7218, 28, 3712, 765, 20206, 2562, 11273, 1733, 901, 11214, 934, 11685, 8421, 2450, 130, 7270, 28, 5971, 
1526, 27222, 3739, 17857, 1955, 1159, 17006, 1047, 14479, 10099, 3302, 199, 9042, 49, 2867, 27079, 9300, 1180, 9172, 1456, 720, 9318, 429, 4677, 7994, 1474, 132, 8181, 32, 13467, 829, 15203, 2199, 9819, 1657, 897, 10451, 523, 9437, 8290, 2030, 148, 7206, 27, 2770, 1412, 16610, 2176, 9926, 1715, 865, 10258, 899, 8711, 8644, 2199, 138, 7809, 31, 3052, 874, 15302, 2217, 9805, 1682, 851, 10460, 525, 9505, 8286, 2023, 133, 7207, 28, 3668, 759, 20206, 2564, 11344, 1749, 899, 11194, 917, 11721, 8412, 2474, 132, 7260, 28, 5695, 
3666, 27196, 3774, 17810, 1919, 1154, 16954, 1060, 14470, 10080, 3319, 199, 9016, 49, 2834, 27480, 9300, 1157, 9171, 1462, 712, 9318, 421, 4803, 8007, 1476, 140, 8195, 31, 14268, 856, 15203, 2208, 9821, 1655, 857, 10478, 524, 9427, 8310, 2118, 141, 7218, 30, 2883, 1476, 16610, 2288, 9930, 1700, 853, 10295, 895, 8856, 8672, 2230, 146, 7832, 31, 3158, 859, 15302, 2279, 9782, 1750, 900, 10475, 585, 9685, 8302, 2072, 139, 7221, 29, 3813, 777, 20206, 2581, 11347, 1787, 933, 11215, 928, 14207, 8436, 2473, 142, 7274, 31, 5681, 
3017, 27217, 4388, 17824, 1929, 1161, 17056, 1094, 14552, 10088, 3310, 193, 9023, 47, 2855, 26973, 9300, 1144, 9175, 1447, 633, 9318, 412, 4770, 7996, 1451, 122, 8191, 28, 13541, 874, 15203, 2202, 9794, 1650, 856, 10456, 534, 9485, 8300, 2050, 144, 7252, 26, 2943, 1438, 16610, 2238, 9929, 1660, 847, 10264, 891, 8704, 8657, 2169, 139, 7831, 29, 3038, 865, 15302, 2195, 9824, 1678, 864, 10468, 535, 9729, 8296, 2044, 138, 7253, 26, 3701, 751, 20206, 2564, 11297, 1745, 916, 11176, 929, 11695, 8424, 2515, 143, 7316, 30, 5724, 
3585, 27200, 3697, 17867, 1915, 1176, 17075, 1067, 14768, 10076, 3317, 236, 9030, 56, 2864, 26962, 9300, 1258, 9133, 1477, 724, 9318, 414, 4767, 8000, 1473, 126, 8187, 29, 13528, 828, 15203, 2196, 9788, 1667, 849, 10444, 535, 9471, 8292, 2009, 141, 7191, 26, 2794, 1657, 16610, 2238, 9946, 1708, 854, 10294, 903, 8690, 8666, 2174, 138, 7803, 29, 3084, 869, 15302, 2203, 9793, 1643, 846, 10458, 526, 9459, 8285, 2009, 123, 7194, 26, 3704, 783, 20206, 2596, 11268, 1774, 1024, 11192, 1034, 11706, 8436, 2462, 135, 7256, 28, 5682, 
1383, 27216, 3793, 17758, 1951, 1186, 17028, 1062, 14737, 10069, 3362, 197, 9023, 48, 2883, 27521, 9300, 1298, 9155, 1483, 725, 9318, 416, 4922, 7988, 1544, 118, 8184, 30, 13664, 886, 15203, 2197, 9788, 1675, 860, 10448, 526, 9656, 8282, 2148, 150, 7260, 29, 2838, 1420, 16610, 2227, 9919, 1685, 851, 10230, 898, 8754, 8638, 2183, 129, 7768, 29, 3163, 897, 15302, 2215, 9811, 1680, 882, 10464, 529, 9633, 8274, 2057, 139, 7264, 27, 3734, 794, 20206, 2650, 11244, 1774, 913, 11173, 933, 11741, 8413, 2510, 140, 7327, 30, 5719, 
3523, 27214, 3668, 17839, 1908, 1151, 16991, 1066, 14647, 10062, 3326, 209, 8991, 58, 2954, 27233, 9300, 1178, 9177, 1472, 977, 9318, 444, 4803, 7995, 1486, 122, 8201, 30, 13577, 837, 15203, 2206, 9786, 1659, 853, 10454, 532, 9721, 8284, 2076, 130, 7236, 26, 2804, 1413, 16610, 2232, 9902, 1730, 856, 10207, 928, 8649, 8637, 2226, 140, 7790, 32, 3138, 877, 15302, 2202, 9784, 1671, 859, 10458, 530, 9567, 8283, 2047, 139, 7238, 27, 3983, 779, 20206, 2581, 11258, 1760, 921, 11187, 925, 11785, 8404, 2477, 136, 7299, 29, 5737, 
3448, 27194, 3737, 17730, 1923, 1168, 17015, 1062, 14621, 10068, 3323, 203, 9009, 50, 2867, 27487, 9300, 1221, 9159, 1495, 747, 9318, 423, 5060, 7996, 1508, 118, 8193, 30, 13564, 852, 15203, 2199, 9822, 1664, 862, 10477, 526, 9925, 8283, 2082, 148, 7251, 36, 2907, 1443, 16610, 2250, 9941, 1676, 886, 10256, 905, 8768, 8659, 2164, 135, 7770, 30, 3066, 869, 15302, 2210, 9834, 1675, 864, 10485, 548, 9536, 8279, 2057, 141, 7255, 27, 4003, 780, 20206, 2636, 11362, 1770, 917, 11200, 946, 11845, 8428, 2462, 135, 7346, 28, 5868, 
3718, 27200, 3757, 17831, 1932, 1168, 17055, 1066, 14774, 10090, 3283, 202, 9038, 48, 2839, 27104, 9300, 1160, 9172, 1485, 728, 9318, 417, 4790, 7987, 1505, 173, 8179, 40, 13613, 825, 15203, 2206, 9803, 1788, 883, 10467, 534, 9481, 8294, 2041, 135, 7292, 27, 3016, 1498, 16610, 2221, 9923, 1678, 843, 10252, 888, 8677, 8650, 2181, 136, 7788, 30, 3105, 881, 15302, 2241, 9797, 1768, 874, 10479, 538, 9476, 8289, 2060, 148, 7293, 31, 3704, 761, 20206, 2564, 11260, 2080, 924, 11193, 933, 11690, 8422, 2458, 134, 7356, 29, 5841, 
3671, 27214, 3686, 17779, 1940, 1158, 16994, 1085, 14650, 10085, 3429, 202, 9045, 52, 2916, 27668, 9300, 1131, 9193, 1469, 725, 9318, 417, 4709, 7990, 1473, 113, 8168, 29, 13746, 849, 15203, 2220, 9816, 1663, 860, 10450, 523, 9509, 8295, 2091, 135, 7279, 27, 2829, 1446, 16610, 2227, 9904, 1704, 853, 10213, 905, 8841, 8669, 2208, 144, 7769, 32, 3122, 872, 15302, 2211, 9828, 1655, 860, 10458, 540, 9721, 8289, 2040, 154, 7282, 30, 3721, 761, 20206, 2570, 11298, 1769, 913, 11207, 922, 11925, 8432, 2483, 135, 7343, 29, 5715, 
1371, 27196, 3763, 17735, 1935, 1195, 16937, 1085, 14688, 10071, 3363, 205, 9042, 49, 2882, 27809, 9300, 1366, 9140, 1480, 729, 9318, 418, 4896, 8004, 1484, 121, 8179, 29, 13551, 856, 15203, 2201, 9816, 1666, 865, 10463, 529, 9603, 8283, 2057, 140, 7210, 27, 2820, 1423, 16610, 2217, 9927, 1680, 849, 10279, 902, 8863, 8664, 2188, 137, 7752, 29, 3063, 868, 15302, 2215, 9803, 1667, 854, 10456, 527, 9709, 8276, 2066, 140, 7213, 28, 3730, 761, 20206, 2595, 11344, 1757, 920, 11182, 931, 11858, 8421, 2472, 127, 7281, 28, 5698, 
2849, 27236, 3829, 17947, 1933, 1174, 17107, 1066, 14637, 10125, 3309, 197, 9068, 48, 2857, 27127, 9300, 1050, 9212, 1463, 728, 9318, 421, 4780, 8014, 1467, 120, 8167, 30, 13605, 876, 15203, 2289, 9845, 1703, 871, 10473, 537, 9510, 8309, 2049, 156, 7229, 28, 2830, 1440, 16610, 2213, 9927, 1675, 853, 10294, 901, 8588, 8660, 2174, 129, 7809, 28, 3062, 942, 15302, 2279, 9816, 1702, 861, 10479, 538, 9634, 8305, 2047, 137, 7231, 28, 3733, 773, 20206, 2606, 11312, 1761, 910, 11180, 935, 11594, 8429, 2482, 188, 7279, 42, 5863, 
3385, 27235, 3765, 17835, 1913, 1165, 17001, 1116, 14542, 10095, 3374, 207, 9043, 53, 2891, 27045, 9300, 1152, 9190, 1465, 723, 9318, 419, 4903, 7999, 1555, 166, 8172, 41, 13539, 850, 15203, 2206, 9751, 1672, 852, 10453, 534, 9475, 8282, 2022, 144, 7265, 28, 2806, 1456, 16610, 2215, 9904, 1691, 852, 10216, 907, 8796, 8655, 2189, 143, 7795, 30, 3094, 869, 15302, 2214, 9796, 1657, 859, 10455, 533, 12894, 8274, 2024, 139, 7267, 37, 3720, 799, 20206, 2598, 11244, 1833, 935, 11163, 924, 11764, 8416, 2468, 142, 7336, 34, 5661, 
1781, 27202, 3669, 17832, 1935, 1233, 17038, 1107, 14496, 10059, 3336, 196, 9021, 49, 2875, 27189, 9300, 1310, 9136, 1463, 643, 9318, 409, 4706, 7989, 1464, 119, 8176, 30, 13615, 845, 15203, 2186, 9823, 1705, 856, 10477, 523, 9670, 8290, 2059, 135, 7245, 28, 2817, 1415, 16610, 2300, 9896, 1658, 845, 10241, 895, 8738, 8654, 2154, 131, 7776, 29, 3107, 904, 15302, 2209, 9804, 1680, 860, 10466, 525, 9655, 8283, 2153, 138, 7247, 29, 3763, 773, 20206, 2574, 11268, 1746, 913, 11201, 940, 11868, 8423, 2497, 138, 7312, 30, 5766, 
2066, 27227, 3741, 17917, 1931, 1160, 17110, 1042, 14405, 10076, 3326, 193, 9012, 49, 2928, 27145, 9300, 1226, 9177, 1448, 731, 9318, 484, 4663, 7994, 1472, 121, 8198, 30, 13690, 861, 15203, 2219, 9762, 1680, 851, 10450, 521, 9454, 8280, 2030, 134, 7262, 27, 2811, 1417, 16610, 2211, 9959, 1662, 851, 10304, 897, 8791, 8664, 2160, 137, 7816, 29, 3158, 872, 15302, 2209, 9783, 1658, 883, 10436, 591, 9599, 8273, 2058, 136, 7265, 27, 3749, 763, 20206, 2556, 11214, 1729, 907, 11149, 925, 11813, 8409, 2490, 134, 7322, 29, 5720, 
1372, 27226, 3787, 17818, 2071, 1215, 16867, 1152, 14975, 10056, 3363, 202, 9041, 48, 2847, 27507, 9300, 1254, 9144, 1455, 727, 9318, 415, 4765, 8007, 1464, 126, 8193, 30, 13581, 855, 15203, 2213, 9817, 1724, 851, 10471, 520, 9640, 8293, 2048, 136, 7195, 26, 2863, 1525, 16610, 2287, 9959, 1682, 855, 10305, 910, 8750, 8665, 2171, 139, 7792, 29, 3060, 871, 15302, 2186, 9795, 1652, 862, 10489, 539, 9979, 8285, 2069, 134, 7199, 26, 3701, 758, 20206, 2549, 11290, 1795, 906, 11187, 942, 11699, 8422, 2462, 125, 7246, 27, 5729, 
1327, 27194, 3826, 17854, 1980, 1175, 16952, 1060, 14657, 10110, 3330, 196, 9054, 48, 2849, 27465, 9300, 1186, 9176, 1453, 719, 9318, 432, 4776, 8012, 1469, 124, 8189, 29, 13477, 838, 15203, 2200, 9808, 1658, 850, 10484, 533, 9625, 8300, 2059, 132, 7212, 27, 2860, 1444, 16610, 2252, 9940, 1673, 877, 10271, 902, 8692, 8645, 2161, 151, 7822, 30, 3047, 882, 15302, 2197, 9816, 1680, 853, 10474, 524, 9735, 8298, 2063, 137, 7213, 25, 3709, 765, 20206, 2550, 11278, 1782, 912, 11193, 928, 11540, 8425, 2458, 126, 7281, 28, 5697, 
2970, 27207, 3993, 17786, 2107, 1294, 17076, 1086, 14609, 10078, 3529, 204, 9008, 51, 3030, 28401, 9300, 1333, 9160, 1468, 771, 9318, 424, 4799, 8007, 1644, 128, 8201, 33, 14077, 971, 15203, 2419, 9833, 1823, 956, 10485, 563, 9837, 8297, 2145, 144, 7281, 28, 2840, 1459, 16610, 2219, 9941, 1860, 850, 10277, 902, 9184, 8669, 2331, 149, 7833, 29, 3279, 877, 15302, 2304, 9799, 1668, 862, 10497, 693, 12706, 8291, 2048, 142, 7283, 27, 3713, 765, 20206, 2584, 11315, 1765, 915, 11214, 931, 11828, 8443, 2481, 144, 7324, 28, 5714, 
3212, 27193, 3777, 17753, 1931, 1174, 16896, 1110, 14605, 10053, 3367, 195, 9003, 47, 2886, 27139, 9300, 1269, 9140, 1476, 789, 9318, 443, 4819, 7987, 1504, 123, 8182, 29, 13497, 852, 15203, 2199, 9799, 1696, 887, 10444, 529, 9580, 8301, 2048, 138, 7225, 26, 2808, 1492, 16610, 2250, 9907, 1700, 848, 10225, 897, 8792, 8662, 2187, 138, 7803, 29, 3238, 875, 15302, 2244, 9828, 1673, 863, 10437, 533, 9585, 8297, 2059, 133, 7227, 25, 3790, 768, 20206, 2584, 11271, 1788, 912, 11176, 929, 11935, 8437, 2495, 144, 7296, 29, 5736, 
